time,Sentences
2008-09-21,"['Unfortunately , the government today has already put enormous taxpayer resources at risk -- bailing out investment firm Bear Stearns , mortgage giants Fannie Mae and Freddie Mac and insurer AIG , and proposing to buy risky assets from the banking system -- to stop the economy from plummeting into another depression .', ""`` The problem is that nobody knows what any institution owns and what the terms of the securities they own are and what they 're worth , '' New York Mayor Michael Bloomberg said Sunday on `` Meet the Press . ''"", 'As someone who owns both an investment bank and commercial banks , and also runs a hedge fund , I have sat front and center and watched as this mess unfolded .']"
2008-09-22,"['If the price of oil today -LRB- Monday -RRB- is 120 dollars per barrel , the price cap tomorrow -LRB- Tuesday -RRB- should be 120 dollars per barrel .', ""The cruel joke is that , no matter where he hides , he ca n't escape from being robbed , because the wealth of the world is re-distributed with every key stroke of the Wall Street traders if Warren Buffet makes $ 1 billion today , we each must in some way contribute unless we count consumer confidence as commodity ."", '`` The queen had only one way of settling all difficulties , great or small .', 'In 1995 , he bet hugely on Nikkei futures -LRB- whatever they are -RRB- and lost something like $ 1.4 billion .']"
2008-09-23,"['If the price of oil closes at 110 dollars tomorrow -LRB- Tuesday -RRB- , the price cap should be set at 110 dollars per barrel on Wednesday .', ""The Bush administration sent some of its most powerful figures to Capitol Hill yesterday to rally support for a $ 700 billion plan to revive the U.S. financial system , but they encountered stiff resistance from lawmakers who are deeply skeptical of the proposal and angered by the administration 's push for its speedy approval ."", ""Of all the self-proclaimed experts I wanted to hear from about the financial crisis , the one I looked forward to the most was Nick Leeson , late of Britain 's Barings Bank ."", 'In 1995 , he bet hugely on Nikkei futures -LRB- whatever they are -RRB- and lost something like $ 1.4 billion .']"
2008-09-24,"[""With the economy moving squarely to the forefront of Americans ' concerns and polls showing that voters trust Obama more than McCain to fix it , the Republican nominee made what he hoped would be a game-changing gambit yesterday : leave the campaign trail , delay tomorrow 's debate and call for Obama to join him in trying to fashion an alternative to the Bush administration 's $ 700 billion bailout of Wall Street before financial markets open on Monday morning ."", ""`` It is going to be part of the president 's job to deal with more than one thing at once , '' Obama said at a news conference late yesterday afternoon called in response to McCain 's appearance ."", ""As Obama Resists McCain 's Call to Postpone Sen. Barack Obama , campaigning in Dunedin , Fla. , said , `` It is going to be part of the president 's job to deal with more than one thing at once . ''"", 'Bush Calls Bailout Vital to Economy , Will Meet With McCain and Obama President Bush']"
2008-09-25,"['By Jason Reed -- Reuters -RRB- Sens. John McCain and Barack Obama will abandon the campaign trail today for a bipartisan meeting at the White House , as the financial crisis gripping the nation roils the presidential race and leaves the first debate between the nominees in limbo .', 'Bush also invited congressional leaders as well as presidential candidates John McCain and Barack Obama to meet with him at the White House today .', ""McCain 's dramatic midweek announcement that he was suspending his campaign to focus on the nation 's financial crisis left the face-off in limbo as both candidates rushed back to Washington on Thursday and plunged themselves into the acrimonious negotiations over a $ 700 billion economic bailout ."", ""First Debate 's Fate Unclear"", ""As Obama Resists McCain 's Call to Postpone Sen. Barack Obama , campaigning in Dunedin , Fla. , said , `` It is going to be part of the president 's job to deal with more than one thing at once . ''"", 'Bush Calls Bailout Vital to Economy , Will Meet With McCain and Obama President Bush', ""`` Our entire economy is in danger , '' Bush said in an address from the White House , emphasizing that the massive bailout was not targeted at `` any individual company or industry ."", 'Sarkozy Advocates Systemic Change', ""Sarkozy , who also holds the European Union 's rotating presidency , said he would propose swift action by the 27-nation bloc at its next meeting to tighten controls over European banks .""]"
2008-09-26,"['But Burton said the first presidential debate , to be held tomorrow in Oxford , Miss. , should go on as planned .', 'On Friday , McCain reversed his pledge to stay in Washington until those negotiations concluded .', ""Sarkozy , who also holds the European Union 's rotating presidency , said he would propose swift action by the 27-nation bloc at its next meeting to tighten controls over European banks ."", 'Before moderator Jim Lehrer at the University of Mississippi , Sens. Barack Obama and John McCain sparred over the wars in Iraq and Afghanistan , and the fight against terrorism in Pakistan .']"
2008-09-27,"[""`` But yet , after conceding that , he still says that he would oppose the surge if he had to decide that again today . ''"", 'Before moderator Jim Lehrer at the University of Mississippi , Sens. Barack Obama and John McCain sparred over the wars in Iraq and Afghanistan , and the fight against terrorism in Pakistan .', '-LRB-', 'Pool Photo', 'The Financial Crisis and You Eve Applebaum and Scott Dominick wonder whether they should buy that perfect condo in Brooklyn .', '-LRB-', 'Courtesty Of Eve Applebaum', 'A Government Hand', 'In the Economy Is as Old as the Republic .', 'It has become fashionable to fret that the current crisis on Wall Street marks the end of American capitalism as we know it .']"
2008-09-28,"[""Today 's federal involvement offers bailouts as a strictly temporary measure to prevent a system-wide financial calamity ."", 'By rescuing Wall Street tycoons who succumbed to the lure of an irrationally exuberant housing bubble , the bailouts today do pose something of a moral-hazard problem .', ""Some of today 's derivatives -- the complex bundles of toxic real estate loans that helped drag Lehman Brothers down -- turned out to be `` financial weapons of mass destruction , '' as the legendary investor Warren E. Buffett warned back in 2003 ."", 'The Financial Crisis and You Eve Applebaum and Scott Dominick wonder whether they should buy that perfect condo in Brooklyn .', 'It has become fashionable to fret that the current crisis on Wall Street marks the end of American capitalism as we know it .', 'Its conceit has been that we had solved the problem of stability .', 'Oh , there would be periodic recessions , but the prospects of a major economic collapse were negligible because we knew how the system worked and could take steps to prevent it .']"
2008-09-29,"[""A bipartisan rebellion in the House killed a $ 700 billion rescue plan for the nation 's financial system yesterday , sending global stock prices plunging , prompting fierce recriminations on the presidential campaign trail and dealing President Bush his worst legislative defeat ."", ""Yesterday , Bush called nearly every member of Texas 's Republican delegation , GOP aides said ."", ""The sale of Wachovia 's banking business to Citigroup yesterday marked the second time in five days that a major U.S. bank was forced from existence in part by fleeing depositors , raising serious questions about the stability of other financial firms and the health of the banking system ."", ""But the poll also revealed significant public concern with the bill Congress rejected yesterday , as few voters said the package did enough to protect `` ordinary Americans , '' and nearly half said it did not go far enough to shore up the nation 's economy ."", 'The government probe into Fannie Mae and Freddie Mac widened as the mortgage giants disclosed yesterday they are under investigation by the Department of Justice and the Securities and Exchange Commission .', 'Neither Fannie Mae nor Freddie Mac commented yesterday beyond the statements .', ""It shuddered to a halt on Monday , when House Republicans , by 2 to 1 , declined to support the administration 's bailout plan ."", 'And on Monday , most of them opted to stick to their faith , whatever the financial consequences for the nation .', ""The bill that went to the House floor Monday had been significantly improved : It created the possibility that the public would gain a limited equity interest in some banks in return for the public 's largess ; it restricted Wall Street CEO pay ; it allowed for a stock-transaction tax to cover any public losses if such still existed after five years ."", 'In other words , this crisis -- which , last Monday alone , wiped away more value from the market than the Congressional Budget Office estimates has been spent to date in Iraq and Afghanistan -- is not important merely because it represents the most profound global ideological watershed since the fall of Soviet communism .', 'Its conceit has been that we had solved the problem of stability .', 'Oh , there would be periodic recessions , but the prospects of a major economic collapse were negligible because we knew how the system worked and could take steps to prevent it .', 'House Democratic and Republican leaders vowed to go back into negotiations to devise compromise legislation to stabilize the credit markets , but no talks were scheduled .', 'After U.S. financial markets closed , with the Dow Jones industrial average down a one-day record of 778 points , or 7 percent , Treasury Secretary Henry M. Paulson Jr. tried to calm frazzled traders , assuring them that work on a market intervention would resume .', 'The deal also continues the rapid consolidation of an industry that has long been kept fragmented as a matter of public policy but now is being encouraged by the government to conglomerate .', ""In the latest rescue urged by federal regulators , Citigroup agreed to pay $ 2.16 billion for Wachovia , the nation 's third-largest retail and commercial banking franchise ."", ""Nevertheless , nearly nine in 10 expressed concern that the failure of the bill could lead to a more severe economic decline , including a slim majority calling themselves `` very worried . ''"", 'Probe Into Fannie Mae ,', ""Freddie Mac Widens District-based Fannie Mae said it `` intends to cooperate fully . ''"", 'That is the technical economic term that best sums up a day in which the House of Representatives refuses to pass a $ 700 billion rescue plan pushed by the White House and congressional leaders from both parties , Wachovia is taken over in a deal that will have the government potentially owning 10 percent of Citigroup , a few European banks fail , the Federal Reserve and other central banks are forced to inject an additional $ 300 billion into the global banking system , the Dow Jones industrial average plunges 778 points , and investors everywhere rush to the safety of gold and short-term Treasury bills .', 'Americans fail to understand that they are facing the real prospect of a decade of little or no economic growth because of the bursting of a credit bubble that they helped create and that now threatens to bring down the global financial system .']"
2008-09-30,"[""Tuesday , September 30 , 2008 ; 10:10 AM Most Americans see the current financial situation as a `` crisis , '' and there is overwhelming concern that the failure of the House of Representatives to pass the economic recovery package will deepen the problem , according to a new Washington Post-ABC News poll ."", 'Karen Yourish and Laura Stanton - The Washington Post , September 30 , 2008', 'He described the Sept. 30 notice , which allows some banks to keep more money by lowering their taxes , as a way to help financial institutions during a time of economic crisis .', 'House Democratic and Republican leaders vowed to go back into negotiations to devise compromise legislation to stabilize the credit markets , but no talks were scheduled .', 'After U.S. financial markets closed , with the Dow Jones industrial average down a one-day record of 778 points , or 7 percent , Treasury Secretary Henry M. Paulson Jr. tried to calm frazzled traders , assuring them that work on a market intervention would resume .', ""Nevertheless , nearly nine in 10 expressed concern that the failure of the bill could lead to a more severe economic decline , including a slim majority calling themselves `` very worried . ''"", 'That is the technical economic term that best sums up a day in which the House of Representatives refuses to pass a $ 700 billion rescue plan pushed by the White House and congressional leaders from both parties , Wachovia is taken over in a deal that will have the government potentially owning 10 percent of Citigroup , a few European banks fail , the Federal Reserve and other central banks are forced to inject an additional $ 300 billion into the global banking system , the Dow Jones industrial average plunges 778 points , and investors everywhere rush to the safety of gold and short-term Treasury bills .', ""The basic problem here is that too many people do n't understand the seriousness of the situation ."", 'Americans fail to understand that they are facing the real prospect of a decade of little or no economic growth because of the bursting of a credit bubble that they helped create and that now threatens to bring down the global financial system .', 'The theory underlying the bailout plan stalled in Congress is that rescuing the finance industry will restore market stability and that the benefits will eventually trickle down to average Americans .', 'Thus , solving the subprime mortgage crisis has morphed into a much larger challenge : reassembling the architecture of the financial markets , which seemingly requires giving the Treasury secretary nearly a trillion dollars and extraordinary latitude to pick winners and losers .', 'The old order -- the Reagan-age institutions built on the premise that the market can do no wrong and the government no right -- is dying .', 'A new order , in which Wall Street plays a diminished role and Washington a larger one , is aborning , but the process is painful and protracted .']"
2008-10-01,"[""With the Senate 's approval of the package Wednesday night , the House is expected to vote on it today ."", 'On Wednesday , industry research firm Autodata reported that sales of cars and light trucks in September had declined 27 percent compared with a year earlier .', 'The theory underlying the bailout plan stalled in Congress is that rescuing the finance industry will restore market stability and that the benefits will eventually trickle down to average Americans .', 'Thus , solving the subprime mortgage crisis has morphed into a much larger challenge : reassembling the architecture of the financial markets , which seemingly requires giving the Treasury secretary nearly a trillion dollars and extraordinary latitude to pick winners and losers .', 'There is an easier and more politically palatable fix : Pay off all the delinquent mortgages .', ""'' This Story : Read + | Watch + | Talk + | DUBAI :"", 'A sea port of the United Arab Emirates , Dubai is the scene of a $ 60 billion building frenzy .', ""Here , a Pakistani worker passes in front of the Burj Dubai tower , the world 's tallest free-standing structure ."", 'We are , just now , stuck between eras .', 'The old order -- the Reagan-age institutions built on the premise that the market can do no wrong and the government no right -- is dying .', 'A new order , in which Wall Street plays a diminished role and Washington a larger one , is aborning , but the process is painful and protracted .', 'Crooked mortgage brokers , greedy investment bankers , oblivious rating agencies and gullible investors have all been faulted in the financial crisis , and there is bipartisan agreement that regulators were asleep at the switch .', ""It 's all well and good to call for substantial new oversight ."", 'But if regulators were oblivious to the danger , the question is why .']"
2008-10-02,"['That includes the possibility of holding it next Thursday , when the vice presidential nominees -- Sen. Joseph R. Biden Jr.', ""It 's possible that with a few cosmetic changes , the bill can be passed by the House tomorrow ."", ""Morial , a former mayor of New Orleans , said in an interview yesterday that the effort `` to pin the subprime crisis on African Americans and Latinos '' is a `` big lie . ''"", ""The bleak reports released by the government yesterday came after news earlier this week that manufacturing activity had tumbled to its lowest level since 2001 and consumer consumption had slowed sharply , heightening concern that the nation 's economy was sliding toward recession ."", 'A Labor Department report released yesterday said the number of laid-off workers filing new claims for unemployment benefits increased to 497,000 last week , the highest level since just after the Sept. 11 , 2001 , terrorist attacks .', 'Crooked mortgage brokers , greedy investment bankers , oblivious rating agencies and gullible investors have all been faulted in the financial crisis , and there is bipartisan agreement that regulators were asleep at the switch .', ""It 's all well and good to call for substantial new oversight ."", 'But if regulators were oblivious to the danger , the question is why .', ""Krauthammer 's Hail Mary Rule :"", 'You get only two per game .', 'John McCain , unfortunately , has already thrown three .', 'Treasury Secretary Henry Paulson has been urged to counter inflammatory comments .', '-LRB-', ""Bill O'leary - The Washington Post"", 'By describing the responsible behavior of a few local business folk , Mr. Fisher was able to highlight the core of the problem in terms we can all understand .', 'These business operators based their practices on judicious use of their own cash along with money borrowed sensibly -LRB- repayable credit against real assets -RRB- and are prospering .', 'Data on Job Losses , U.S. Factory Orders Paint Bleak Picture Mark Lovell operates a lathe at the Zildjian factory in Norwell , Mass. .', 'Orders for U.S. manufactured goods dipped 4 percent between July and August .', '-LRB-']"
2008-10-06,"[""Gasparino , who also broke the news about the Treasury bailout plan , says debt-rating agencies cried foul with his Journal bosses when he challenged their approach -LRB- some of today 's now -toxic loans , he notes , were rated AAA -RRB- ."", ""Of course , the financiers did create those piles of debt , and they certainly deserve some blame for today 's crisis ."", ""Russia 's leading stock markets crashed again Monday , suffering another record one-day loss and hitting three-year lows ."", 'On Monday , the first day of trading after the plan passed , the financial system continued to melt down anyway .', 'But it was global markets that plunged yesterday , as investors sold off commodities in Brazil , currency in Mexico , bank stocks in Russia and the short-term debt of the state of California .', ""Some countries will slip toward balance-of-payment crises , '' he said yesterday , speaking at the Peterson Institute for International Economics ."", 'Yesterday , trading on the major stock exchanges in Russia and Brazil was halted after prices crashed .', 'At one point yesterday , the Dow Jones industrial average had fallen nearly 800 points , more than 7 percent .', ""On Oct. 6 , the Swiss Federal Council , the executive body that runs the Swiss government , issued a statement saying it was `` prepared to take appropriate measures should the need arise '' and was `` committed to ensuring the stability of the financial system . ''"", 'CNBC correspondent Charlie Gasparino says of news outlets missing the danger signs of the current economic crisis .', '-LRB-', 'The financial turmoil has pushed the Obama campaign into the lead , and this is mostly justified .', ""'' This Story : Read + | Watch + | Talk + | Russia 's MICEX was quiet after trading was suspended ."", 'The global crisis is starting to affect the wider economy .', '-LRB-', ""This article quoted World Bank President Robert B. Zoellick as saying the world financial system may have reached a `` tipping point . ''"", 'Zoellick was referring to the effects of global turmoil on developing countries .']"
2008-10-07,"[""During Tuesday 's debate , Republican presidential nominee Sen. John McCain -LRB- Ariz. -RRB- charged that the mortgage finance giants `` lit this fire '' under the economic crisis ."", '-LRB-', 'For many Americans , pensions and 401 -LRB- k -RRB- plans are their only form of savings .']"
2008-10-08,"['On Oct. 8 , the leaders of France , Germany , Italy , Britain and the European Commission met in Paris to discuss the worldwide economic crisis .', 'The financial crisis has gone global .']"
2008-10-09,"['And yesterday , millions of Americans lost more of their investments and hard-earned retirement savings as the stock market took another significant plunge .', ""'' This Story : Read + | Watch + | Talk + | REYKJAVIK , Iceland , Oct. 9 -- The bad news just keeps coming for Icelanders , who in the last week have seen the international financial empire that they built on this remote North Atlantic island start to crumble , piece by piece ."", ""On Thursday came the worst shock so far : The government seized the country 's largest bank , completing the emergency takeover of virtually the entire financial system ."", 'Just when it seemed the worst was over , Icelanders awakened Thursday to the news that the largest bank , Kaupthing , had also been seized .', ""Concern that tightening credit and an overall economic downturn will lead fewer people to buy new cars sent General Motors ' stock price plunging 31 percent Thursday to close at $ 4.76 , the lowest since 1950 ."", ""Thursday 's automobile stock sell-offs sparked new concern among economists and investors that the U.S. manufacturing sector , which had been slowly constricting , may be squeezed to an unimagined degree by the turmoil on Wall Street , posing a serious new economic threat at a time when the nation is already struggling with a financial sector collapse ."", ""It 's everything you need to know about domestic and economic policy -LRB- and some stuff you do n't"", 'Iceland might be called the first national casualty of the global financial tumult .', ""Detroit 's Ills Symptomatic Of a Manufacturing Plague Ford Motor 's stock price fell 21 percent over concerns that the nation 's economic crisis will devastate auto sales ."", 'The worst financial crisis since the Great Depression is claiming another casualty : American-style capitalism .', 'Since the 1930s , U.S. banks were the flagships of American economic might , and emulation by other nations of the fiercely free-market financial system in the United States was expected and encouraged .', ""But the market turmoil that is draining the nation 's wealth and has upended Wall Street now threatens to put the banks at the heart of the U.S. financial system at least partly in the hands of the government .""]"
2008-10-10,"[""The announcement , made in Washington by finance ministers from major developed countries as well as emerging giants such as China and Brazil , echoed a broad set of principles outlined Friday by the world 's richest nations ."", 'Since the 1930s , U.S. banks were the flagships of American economic might , and emulation by other nations of the fiercely free-market financial system in the United States was expected and encouraged .']"
2008-10-11,"['The second-largest bank , Landsbanki , fell to government control the next day .', 'President Bush pauses during a press conference with the G7 Finance Ministers in the Rose Garden of the White House Saturday , Oct. 11 , 2008 , in Washington .', 'President Bush , left , finishes his statement in the Rose Garden of the White House after meeting with G7 finance ministers about the financial crisis , Saturday , Oct. 11 , 2008 , in Washington .', 'President Bush arrives for a press conference with the G7 Finance Ministers in the Rose Garden of the White House on Saturday , Oct. 11 , 2008 in Washington .', 'President Bush , left , makes a statement in the Rose Garden of the White House after meeting with G7 finance ministers about the financial crisis , Saturday , Oct. 11 , 2008 , in Washington .', 'President Bush , left , makes a statement in the Rose Garden of the White House after meeting with G7 finance ministers about the financial crisis , Saturday , Oct. 11 , 2008 , in Washington .', 'President Bush , left , makes a statement in the Rose Garden of the White House after meeting with G7 finance ministers about the financial crisis , Saturday , Oct. 11 , 2008 .', 'President Bush , second right , makes a statement in the Rose Garden of the White House after meeting with G7 finance ministers about the financial crisis , Saturday , Oct. 11 , 2008 .', 'President Bush , fourth from right , is seated with Treasury Secretary Henry Paulson , third right , during a meeting with G7 financial ministers in the Roosevelt Room of the White House about the financial crisis , Saturday , Oct. 11 , 2008 .', 'President Bush , left , makes a statement in the Rose Garden of the White House after meeting with G7 finance ministers about the financial crisis , Saturday , Oct. 11 , 2008 , in Washington .', 'Officials from 20 major countries yesterday endorsed a coordinated approach to the financial crisis , but they failed to announce any concrete steps , underscoring the difficulty of crafting a global plan to halt the contagion as it spread to the broader economy .', 'After meeting with financial ministers from the G-7 yesterday , President Bush called on world governments to continue working together to stabilize collapsing financial markets .', 'The World Bank yesterday released a list of 28 developing countries that had already been hit hard by rising prices for food and fuel and are now highly vulnerable to the global financial crisis .', 'Jeff Pachoud - AP -RRB- French President , Nicolas Sarkozy , attends a press conference with German Chancellor Angela Merkel , unseen , after a France Germany summit at the Charles de Gaulle museum and memorial on Saturday , Oct. 11 , 2008 in Colombey Les Deux Eglises , eastern France .', 'The Next World War ?', 'It Could Be Financial .', 'By M. Spencer Green -- Associated Press', '-RRB-', 'World Leaders Offer Unity', 'But No Steps']"
2008-10-12,"['The article was written Oct. 12 .', 'Charles Platiau - AP -RRB- European Commission President Jose Manuel Barroso , left , European Central Bank President Jean-Claude Trichet , center , and Eurogroup President Jean-Claude Juncker , right , arrive at the financial crisis summit gathering Eurogroup heads of state and government at the Elysee Palace in Paris , Sunday , Oct. 12 , 2008 .', 'Governments around the world took unprecedented steps Sunday to rescue the global financial system , with major European powers unveiling a united plan to prevent further bank failures while Australia and New Zealand moved to calm panicked investors by guaranteeing deposits before stock markets opened in Asia .', 'The Next World War ?', 'It Could Be Financial .', '-RRB-', 'World Leaders Offer Unity', 'But No Steps']"
