time,Sentences
2009-04-12,"['A lot of people have come back from Mexico over the Easter holidays and around the country .', 'However , local officials say many people from Perote live and work in Mexico City and there was a lot of travel between the area and the capital over Easter .', 'A pupil at the fee-paying school who visited the US during the Easter holidays had already been diagnosed with swine flu .', 'A pupil who visited the US during the Easter holidays had already been diagnosed with the H1N1 virus .', 'A sixth pupil from the independent school , who visited the US during the Easter holidays , was diagnosed with the virus on Sunday .']"
2009-04-13,"[""Mexico 's Health Secretary , Jose Cordova , said a total of 1,324 people had been admitted to hospital with suspected symptoms since 13 April and were being tested for the virus ."", 'More than 1,300 people have been admitted to hospital with suspected symptoms since 13 April .', 'Obama finds a friend in Washington Just wondering about your rules and guildelines on your healthcare contest .', 'The dog looks beautiful .', 'What is the deal with advertising a story from 5 months ago in late October ???']"
2009-04-14,"['The infection is believed to have resulted from exposure while on business travel in Mexico between April 14 - 18 , before Mexican health authorities and the WHO recognized and announced the epidemic .', 'Obama finds a friend in Washington Just wondering about your rules and guildelines on your healthcare contest .', 'The dog looks beautiful .', 'What is the deal with advertising a story from 5 months ago in late October ???', 'Reuters -RRB- - Scientists in Hong Kong and the United States have identified a synthetic compound which appears to be able to stop the replication of influenza viruses , including the H5N1 bird flu virus .']"
2009-04-15,"['HONG KONG | Wed Apr 15 , 2009', '5:56 am EDT HONG KONG -LRB-', 'Reuters -RRB- - Scientists in Hong Kong and the United States have identified a synthetic compound which appears to be able to stop the replication of influenza viruses , including the H5N1 bird flu virus .']"
2009-04-16,"['The White House has just announced that a member of the group that traveled with President Obama to Mexico April 16 and 17 came down with flu-like symptoms .', 'Fidel Castro accused Mexico of failing to disclose the spread of swine flu until after Barack Obama , the US president , had visited the country on 16 April .']"
2009-04-20,"['The crew member , who flew out to Mexico on 20 April , is understood to have shown symptoms of fever before embarking yesterday for the return leg to Heathrow .', '-LRB-', 'Reuters -RRB-']"
2009-04-21,"['A Reuters survey of analysts across European and the United States taken April 21 - 27 found a slim majority saying the bottom had yet to be hit in the worst global recession since World War Two .', 'Reuters -RRB-']"
2009-04-22,"[""As the milestone of Barack Obama 's first 100 days approaches on Wednesday , we are asking readers to send a message to the president by uploading a photo to our Flickr group ."", 'The 23-year-old man had arrived home from Mexico with a fever last Wednesday , and was isolated in a hospital ward on Saturday night , she added .', 'The federal health ministry issued a nationwide alert on 22 April after learning that a number of people had died from what appears to be a new form of influenza .', ""The man died April 22 at Coast Plaza Doctor 's Hospital in Norwalk .""]"
2009-04-23,"['President Felipe Calder n said his government learned only on Thursday night what kind of virus Mexico was facing after tests by specialist laboratories in Canada confirmed the outbreak as a type labeled A\\/H1N1 not previously seen in pigs or humans .', 'The government had claimed until late on Thursday that there was nothing unusual about the flu cases and the sudden turnaround that saw schools closed across the capital on Friday angered many Mexicans .', 'Caldern said his government learned only on Thursday night what kind of virus Mexico was facing after tests by specialist laboratories in Canada confirmed the outbreak as a type - labeled A\\/H1N1 - not previously seen in pigs or humans .', 'Calder n said his government learned only on Thursday night what kind of virus Mexico was facing after tests by specialist laboratories in Canada confirmed the outbreak as a type - labeled A\\/H1N1 - not previously seen in pigs or humans .', 'EU health ministers are to meet on Thursday to discuss the outbreak , which health officials suspect has killed about 150 people in Mexico .', ""Earlier , the European Commission convened an emergency meeting of the health ministers from all the EU 's 27 member states on Thursday to discuss growing concern about the outbreak ."", ""The Santa Clara County , California health department sent parents a note that opens : `` Dear Parents : On April 23 , 2009 your child may have been exposed to swine flu '' ."", 'Eight days ago , Graeme Pacitti and friends from his amateur football team gathered to welcome the newly married man back from his honeymoon in Mexico .', 'Cordova said the H1N1 flu outbreak appeared to have peaked in Mexico between April 23 and 28 and fewer people had gone to hospitals with serious flu symptoms in the past few days .', 'After the virus was identified on April 23 , Mexico banned public events and shut schools , bars , restaurants and many businesses to prevent people from gathering .', 'Since the outbreak was declared on 23 April , Mexico City has spent 4.5 bn pesos -LRB-', '\\* Mexican government announces fatal swine flu outbreak \\* New mixture of viruses never seen before \\*', 'Some Mexico City residents don surgical masks -LRB- Updates with color , quotes -RRB-']"
2009-04-24,"['Mexico canceled classes for millions of children in its sprawling capital city and surrounding areas on Friday after authorities noticed a higher number of deaths involving flu-like illness than normal in recent weeks .', ""Mexico City , one of the world 's biggest cities and home to some 20 million people , was quieter than usual on Friday morning ."", 'A police woman wears a mask in Mexico City April 24 , 2009 .', 'MEXICO CITY | Fri Apr 24 , 2009 7:50 pm EDT MEXICO CITY -LRB-', '-RRB- - A strain of flu never seen before has killed up to 60 people in Mexico and also appeared in the United States , where eight people were infected but recovered , health officials said on Friday .', 'He said 160 passengers arriving from Mexico yesterday were screened .', '-RRB- - A strain of flu never seen before has killed up to 60 people in Mexico and also appeared in the United States , where eight people were infected but recovered , health officials said on Friday .', ""South Africa 's National Institute for Communicable Diseases is testing a woman from the Western Cape who returned from Mexico on April 24 , and a woman from Gauteng who also recently returned from Mexico ."", 'In Mexico , the worst hit country with up to 176 deaths , President Felipe Calderon told government offices and private businesses not crucial to the economy to stop work beginning on Friday to avoid further spreading a virus that is striking across age and class lines .', 'Limited knowledge about the disease and the recommended precautions caused Mexico City residents to avoid physical contact , even between people who a day earlier would greet each other with two kisses , as is the custom in Mexico .', '\\* Mexican government announces fatal swine flu outbreak \\* New mixture of viruses never seen before \\*', 'Some Mexico City residents don surgical masks -LRB- Updates with color , quotes -RRB-', 'Mexico swine flu outbreak triggers global pandemic fears Up to 70 dead as swine flu outbreak sweeps Mexico , crosses US border and prompts worldwide pandemic panic', ""After a deadly outbreak of swine flu , people wearing surgical masks queue for medical checks at Mexico City 's general hospital ."", 'Photograph : Dario Lopez-Mills\\/AP A killer virus that has caused at least 20 deaths and sparked widespread panic in Mexico has the potential to become a global pandemic , warn health experts .', 'It is one of a number of viruses that cause illness among people and animals , causing respiratory problems , fever and fatigue .', 'The World Health Organisation has warned countries to be on alert for any unusual flu outbreaks after a swine flu virus was implicated in possibly dozens of human deaths in Mexico .', 'Reuters -RRB-', '- A dangerous strain of flu never seen before has killed up to 60 people in Mexico and spread into the United States , where several people were reported ill .', '-RRB- - Health officials around the globe are closely watching an outbreak of a new kind of flu that has killed at least 60 people in Mexico and infected seven in the United States .', 'Health officials have been warning that a new strain of influenza that can pass easily from person to person could spark a pandemic , a global epidemic that could kills tens of millions of people .', '2009 04 25 08:50 JST By Alistair Bell and Noel Randewich MEXICO CITY -LRB-', 'MEXICO CITY\\/GENEVA -LRB- Reuters -RRB-']"
2009-04-25,"['Cabin crew member in hospital after flight from swine flu-struck Mexico World Health Organisation has warned countries to be on alert for any unusual flu outbreaks Saturday 25 April 2009 22.09', ""BST A member of cabin crew was taken to hospital with '' flu - like symptoms '' today after falling ill on a British Airways flight from Mexico City to Heathrow ."", 'MEXICO CITY | Sat Apr 25 , 2009 12:51 am BST MEXICO CITY -LRB-', 'MEXICO CITY\\/GENEVA -LRB- Reuters -RRB-', 'BST A couple wearing masks kiss in Mexico City as a swine flu outbreak sweeps through the city .', 'BST -LRB- Reuters']"
2009-04-26,"[""Mexican swine flu deaths spark worldwide action WHO says virus has killed 81 people in Mexico as US declares public health emergency and travellers ' illnesses prompt concern in Europe and New Zealand Sunday 26 April 2009 18.45 BST People wear surgical masks as a precaution against infection on the Mexico City subway ."", 'Miguel Tovar\\/AP Health officials across the world scrambled to contain the outbreak of swine flu today as the death toll in Mexico rose and new suspected cases emerged in other countries as far apart as Scotland and New Zealand .', 'Two people were this afternoon admitted to a Scottish hospital after returning from Mexico with flu-like symptoms , the Scottish health secretary said today .', ""The New Zealand government announced today it was `` likely '' that 10 students who had recently returned from Mexico had contracted the virus ."", ""Swine flu : fears of pandemic rise as Mexico death toll reaches 80 Suspected cases reported in US and New Zealand as WHO says virus has ` pandemic potential ' Sunday 26 April 2009 10.40"", ""The New Zealand government announced today it was `` likely '' that ten students have who had recently returned from Mexico have contracted the virus ."", 'The health secretary , Alan Johnson , said yesterday that Tamiflu had proved effective on patients in Mexico .', 'Two people were also confirmed as having contracted the virus in Israel , a 26-year-old who has recovered fully and a 47-year-old man who returned from Mexico two days ago .', 'Mexico has ramped up its containment efforts Mexican authorities have taken drastic measures to contain a new strain of the swine flu virus that has killed 81 and prompted fears of a global pandemic .', 'Several countries have reported suspected cases of infection - the latest were eight students in New York who were confirmed to have swine flu .', ""Face masks are handed out , while the head of the WHO voices concern A new flu virus suspected of killing as many as 81 people in Mexico has the potential to become a pandemic , the World Health Organization 's chief says ."", 'Health experts say tests so far seem to link the illnesses in Mexico with a swine flu virus in the southern US .', ""Nicola Sturgeon : ` The patients in question are undergoing further tests ' Two people have been admitted to a Scottish hospital after returning from Mexico , where more than 80 people have died after contracting swine flu ."", 'Scottish Health Secretary Nicola Sturgeon said the patients had both displayed mild flu-like symptoms but were not giving cause for concern .', 'BST An electron micrograph of the A H1N1 swine influenza virus .', 'Health experts say it has the potential to become a global pandemic .', 'BST A couple wearing masks kiss in Mexico City as a swine flu outbreak sweeps through the city .', 'The influenza pandemic of 1918 The current swine flu outbreak is of the same strain , H1N1 , as the great flu pandemic of 1918 .', ""The picture is evolving ' The international community is better prepared than ever to deal with the threatened spread of a new swine flu virus , a top UN health chief has said ."", 'As the UN warned the outbreak might become a pandemic , Dr Keiji Fukuda said years of preparing for bird flu had boosted world stocks of anti-virals .', 'Swine flu causes regular outbreaks in pigs Infection control experts are scrambling to respond to outbreaks of swine flu in Mexico and the US , and suspected cases elsewhere .', 'BBC reporter on the mood in Mexico City amid empty streets and shops Governments around the world are hurrying to contain the spread of a new swine flu virus after outbreaks were reported in Mexico , the US and Canada .', 'At least 100 people are now suspected to have died of the disease in Mexico .', 'In Europe , health ministers called for an urgent meeting as one case of swine flu was confirmed in Spain .', 'For years now global health experts have been warning that a flu pandemic was overdue - a new strain would emerge to which there was little immunity , causing widespread epidemics .', ""Experts suspect swine flu has killed more than 100 people in Mexico As international concern about swine flu grows , the BBC 's Jill McGivering asks what relevant lessons have been learned in the past 12 years , since the emergence of the new strain of bird flu and the Sars epidemic ."", 'It is new , but it is also familiar - 12 years ago , a new strain of bird flu emerged in Hong Kong that was seen as the possible start of a deadly flu pandemic .', ""The swine flu crisis lays bare the meat industry 's monstrous power The Mexico swine flu outbreak should alert us to a highly globalised industry with global political clout The Mexican swine flu , a genetic chimera probably conceived in the faecal mire of an industrial pigsty , suddenly threatens to give the whole world a fever ."", 'What is swine flu ?', 'More than 1,000 cases have been reported in Mexico , with over 80 deaths .', 'Swine flu virus can be treated with antivirals Tamiflu and Relenza Is treatment available and does it work ?', 'When Ros Atkins , a BBC radio presenter , came back to the UK after working in Mexico City , family and friends avoided him like he had , well , swine flu .', 'If you have been to Mexico since the outbreak of the H1N1 virus , what was the reaction from loved ones ?', 'As fears grow about whether a new dangerous strain of swine flu will develop into a global pandemic and affect economies , Asia can look to the 2003 SARS epidemic for pointers on what might happen .', 'Countries around the world have moved to contain the spread of a possible pandemic after a new swine flu outbreak killed 103 people in Mexico .', 'Reuters -RRB- - Fears of a global flu pandemic grew as new suspected cases of a dangerous new strain of swine flu appeared around the world .', 'It has killed up to 81 people in Mexico and spread to the United States and Canada .', '` Swine ...']"
2009-04-27,"['- A Chinese virologist who helped fight SARS and bird flu warned on Monday of a possible swine flu pandemic that the most populous countries in Asia , China and India , would be ill-prepared to handle .', 'Mon Apr 27 , 2009 11:34 pm BST NEW YORK -LRB- Reuters -RRB- - Fears that an outbreak of swine flu could become a pandemic brought a new threat to the global economy on Monday , just as some economic indicators appeared to be bottoming out .', ""4:19 am BST KUALA LUMPUR , April 27 -LRB- Reuters -RRB- - Malaysia 's benchmark stock index ."", ""WHO -RRB- revised Monday its 6-point scale for pandemic alerts , saying that phase 5 would correspond to a strong signal that a pandemic was `` imminent . ''"", '-LRB- Repeats to more subscribers without changes in text -RRB- SINGAPORE , April 27 -LRB- Reuters -RRB- -', 'Likewise today , other factors , such as job and income losses from the credit crisis , could make it difficult to isolate the effects of any swine flu outbreak .', 'After SARS and bird flu , Asia wary of new virus HONG KONG | Mon Apr 27 , 2009 7:16 am EDT HONG KONG -LRB-', 'MEXICO CITY | Mon Apr 27 , 2009 3:10 am BST MEXICO CITY -LRB-', ""Trouble began yesterday when a health minister in Israel raised an objection to '' swine flu '' on the grounds of Jewish and Muslim sensitivities over pork ."", ""Such apparent cross-infection was the reason why the organization 's emergency committee last night raised its pandemic threat level to phase four out of a possible six , meaning a pandemic was possible , Fukuda said ."", 'CDC acting director Richard Besser said the US has confirmed 40 total cases in five US states , but says the only change from yesterday is an additional 20 cases at a New York City private school .', 'Yesterday the committee recommended raising the pandemic threat level .', 'Reuters -RRB- - A new virus has killed up to 149 people in Mexico and the World Health Organisation moved closer on Monday to declaring it the first flu pandemic in 40 years as more people were infected in the United States and Europe .', ""The picture is evolving ' The international community is better prepared than ever to deal with the threatened spread of a new swine flu virus , a top UN health chief has said ."", 'As the UN warned the outbreak might become a pandemic , Dr Keiji Fukuda said years of preparing for bird flu had boosted world stocks of anti-virals .', 'Swine flu causes regular outbreaks in pigs Infection control experts are scrambling to respond to outbreaks of swine flu in Mexico and the US , and suspected cases elsewhere .', 'Swine flu is a respiratory disease which infects pigs .', 'BBC reporter on the mood in Mexico City amid empty streets and shops Governments around the world are hurrying to contain the spread of a new swine flu virus after outbreaks were reported in Mexico , the US and Canada .', 'At least 100 people are now suspected to have died of the disease in Mexico .', 'In Europe , health ministers called for an urgent meeting as one case of swine flu was confirmed in Spain .', 'Medical Correspondent , Fergus Walsh , finds out what UK scientists are doing to combat swine flu', 'For years now global health experts have been warning that a flu pandemic was overdue - a new strain would emerge to which there was little immunity , causing widespread epidemics .', ""Experts suspect swine flu has killed more than 100 people in Mexico As international concern about swine flu grows , the BBC 's Jill McGivering asks what relevant lessons have been learned in the past 12 years , since the emergence of the new strain of bird flu and the Sars epidemic ."", 'It is new , but it is also familiar - 12 years ago , a new strain of bird flu emerged in Hong Kong that was seen as the possible start of a deadly flu pandemic .', 'Six years ago came the Severe Acute Respiratory Syndrome -LRB- Sars -RRB- epidemic .', ""The swine flu crisis lays bare the meat industry 's monstrous power The Mexico swine flu outbreak should alert us to a highly globalised industry with global political clout The Mexican swine flu , a genetic chimera probably conceived in the faecal mire of an industrial pigsty , suddenly threatens to give the whole world a fever ."", 'The initial outbreaks across North America reveal an infection already traveling at higher velocity than did the last official pandemic strain , the 1968 Hong Kong flu .', 'What is swine flu ?', ""But it does n't mean we are safe For the first time since 1976 , a strain of influenza virus - apparently related to the 1918 - 19 pandemic - has infected the public ."", 'Swine flu virus can be treated with antivirals Tamiflu and Relenza Is treatment available and does it work ?', ""Testing has shown that the human swine influenza H1N1 can be treated with the antivirals oseltamavir -LRB- Tamiflu -RRB- and zanamivir -LRB- Relenza -RRB- , according to the UK 's Health Protection Agency ."", 'When Ros Atkins , a BBC radio presenter , came back to the UK after working in Mexico City , family and friends avoided him like he had , well , swine flu .', 'If you have been to Mexico since the outbreak of the H1N1 virus , what was the reaction from loved ones ?', 'Reuters -RRB-', 'NEW YORK |', 'Mexicans returned to work in large numbers after the weekend , despite worries over a virus that has killed up to 149 people there , and spread to the United States , Canada and Europe , but economists have warned that a global outbreak of deadly flu would seriously curtail economic activity .', 'BST -LRB- Reuters', '-RRB-', 'As fears grow about whether a new dangerous strain of swine flu will develop into a global pandemic and affect economies , Asia can look to the 2003 SARS epidemic for pointers on what might happen .', 'Reuters -RRB- - Asia battled SARS and H5N1 bird flu in 2003 and has improved its health infrastructure but there is a wide gulf in how prepared countries in the region are to fight swine flu .', 'Countries around the world have moved to contain the spread of a possible pandemic after a new swine flu outbreak killed 103 people in Mexico .', 'Reuters -RRB- - Fears of a global flu pandemic grew as new suspected cases of a dangerous new strain of swine flu appeared around the world .', 'It has killed up to 81 people in Mexico and spread to the United States and Canada .', '` Swine ...', 'Swine flu outbreak reaches Europe', 'The UN has warned that the virus has the potential to become a pandemic', 'The first cases of swine flu have been confirmed in Europe .', 'Swine flu test center is set up', 'Health experts say this strain of virus has been around for 30 years A 24-hour facility has been set up in Leicester to test for possible swine flu cases in the East Midlands .', 'Swine flu : How serious a threat ?', 'The 1918 Spanish flu pandemic was caused by an H1N1 form of influenza A With the UK confirming two cases of swine flu and the World Health Organization raising its alert level from three to four , how serious a threat does the disease pose to us all ?', 'HOW SWINE FLU OUTBREAK EMERGED Flu viruses mutate over time causing small changes to proteins on their surface called antigens .', 'With governments around the world struggling to find the appropriate response to the new flu danger , it might be assumed that they had more important things on their mind than what to call the virus .', 'The apparently new strain of the H1N1 flu , which seemingly originated in Mexico , has now been confirmed in seven countries , including the UK , New Zealand and Israel , with suspected outbreaks investigated in a number of others .', 'As the death toll from swine flu in Mexico rises to more than 100 people , governments around the world are on high alert for a possible flu pandemic .', 'The Health Protection Agency is working on the assumption that between 15 % and 50 % of the British population might contract swine flu , according to the Independent .', 'An electron micrograph of the A H1N1 swine influenza virus .', 'Swine flu : pandemic threat alert raised The British couple being treated for swine flu have been named , as fear of a pandemic increase and the death toll in Mexico continues to rise .', 'Follow the latest updates on the spread of the virus The British couple being treated for swine flu in an isolation ward in a Scottish hospital , have been named as Iain and Dawn Askham .', 'The growing concern over the H1N1 swine flu virus a particularly alarming combination of swine , avian , and human viruses which has now reached the UK seems to have come almost out of nowhere .', ""The World Health Organisation -LRB- WHO -RRB- is now calling the virus , which has infected an estimated 1,000 people and killed around 150 in Mexico , an `` international public health emergency '' that could reach global pandemic levels ."", 'BST Tamiflu , which will be used if swine flu breaks out in Britain .', 'BST -LRB- Reuters', '-RRB- - Weather experts are studying swine flu to see if climate could influence its spread and severity .', 'The World Health Organization has confirmed 79 cases of a virus it said has spread from Mexico -- where it has killed up to 149 people -- into the United States , Canada , New Zealand and Europe , raising fears of a pandemic .', '-RRB-', 'The box held vials of swine flu virus , although a different strain than the H1N1 variety that has caused about 150 deaths in Mexico and infected people in the United States , Canada , Spain and Britain .', 'But the World Health Organization -LRB- WHO -RRB- said it would only call for large-scale production of such a pandemic vaccine if it strongly believed the world was on the edge of an unstoppable global outbreak of flu .', 'The WHO raised its pandemic alert level for the swine flu virus to phase 4 , indicating a significantly increased risk of a pandemic , a global outbreak of a serious disease .']"
