time,Sentences
2005-02-11,"[""Announcing his resignation on Friday , Jordan insisted he had never `` stated , believed or suspected that US military forces intended to kill people they knew to be journalists '' , but conceded that his comments `` were not as clear as they should have been '' .""]"
2005-02-13,"[""Around the world , leaders welcomed last night 's election results as a positive step in Iraq 's evolution ."", 'In Baghdad , gunmen firing from a car killed two high-ranking policemen on Sunday night , an interior ministry official said .', 'A Shia Muslim clergy-backed slate won 48 % of the votes and 140 of the 275 National Assembly seats , according to results released on Sunday in Baghdad .', ""The first full day after Iraq 's election results were announced saw three Iraqi troops die in a roadside bomb , two Baghdad police shot dead in a drive-by shooting , an oil pipeline detonated and a woman and child killed by a mortar attack .""]"
2005-02-14,"[""Monday 14 February 2005 13.32 GMT More than 50 journalists and media workers have been killed in Iraq in the last two years CNN 's top news executive has quit abruptly after 23 years following claims he accused US forces of deliberately targeting journalists in Iraq ."", ""The kidnappers of a Swedish citizen have demanded a ransom for his freedom and threatened to decapitate him if they do n't receive it , a Stockholm radio station reported today ."", ""`` After 23 years at CNN , I have decided to resign in an effort to prevent CNN from being unfairly tarnished by the controversy over conflicting accounts of my recent remarks regarding the alarming number of journalists killed in Iraq , '' Jordan told staff in a memo ."", 'As the newly elected politicians attempted to agree on a power sharing coalition behind closed doors - a process expected to last weeks - it was also reported that a kidnapped Swedish man had been threatened with decapitation by his purported hostage-takers .']"
2005-02-16,"[""The Guardian asked the US military 's central command , which has responsibility for Afghanistan , to respond to the allegations on Wednesday ."", 'The US food and drug administration has given the go-ahead for the soldiers to be included in an experiment to see if MDMA , the active ingredient in ecstasy , can treat post-traumatic stress disorder .', 'Scientists behind the trial in South Carolina think the feelings of emotional closeness reported by those taking the drug could help the soldiers talk about their experiences to therapists .']"
2005-02-17,"['Thursday 17 February 2005 01.49 GMT American soldiers traumatised by fighting in Iraq and Afghanistan are to be offered the drug ecstasy to help free them of flashbacks and recurring nightmares .', 'By the time of going to press last night no response had been received other than an email from a Major Steven Wollman in Kabul , saying he was researching the question .', 'The US food and drug administration has given the go-ahead for the soldiers to be included in an experiment to see if MDMA , the active ingredient in ecstasy , can treat post-traumatic stress disorder .', 'Scientists behind the trial in South Carolina think the feelings of emotional closeness reported by those taking the drug could help the soldiers talk about their experiences to therapists .', 'The documents also indicate that US soldiers covered up abuse in Afghanistan and in Iraq - even after the Abu Ghraib scandal last year .']"
2005-02-18,"[""Photographs of detainees being sexually humiliated Friday 18 February 2005 02.35 GMT New evidence has emerged that US forces in Afghanistan engaged in widespread Abu Ghraib-style abuse , taking `` trophy photographs '' of detainees and carrying out rape and sexual humiliation ."", 'The documents also indicate that US soldiers covered up abuse in Afghanistan and in Iraq - even after the Abu Ghraib scandal last year .']"
2005-02-20,"['The threat of nuclear strikes is now greater than during the Cold War , report Paul Harris in New York and Jason Burke in London Sunday 20 February 2005', 'Flirting with Armageddon : welcome to a new arms race']"
2005-02-21,"['Monday 21 February 2005 16.17 GMT George Bush delivers a speech in Brussels in which he calls for a new era of transatlantic unity with the goal of spreading democracy across the Middle East .', 'AP\\/Kevin Lamarque The US president , George Bush , today warned Syria to end its occupation of Lebanon as he put reform in the Middle East at the center of his vision for the transatlantic alliance .', 'He may have strong words for Mr Putin , whom he today urged to ensure Russia stayed true to democratic principles and the rule of law .', 'In a move sure to please Mr Bush , EU foreign ministers are today expected to approve the funding of a Baghdad office to coordinate the training of Iraqi judges and prosecutors .', 'He will dine later today with Mr Chirac , one of his most outspoken critics on the Iraq war .', 'Mr Bush said yesterday .', 'At the beginning of his trip yesterday , Mr Bush made a speech in Brussels in which he appealed to Europe over the Middle East , climate change and the common values of the two continents .', 'Last night , Mr Bush dined with Mr Chirac , who opposed the war in Iraq .', 'Mr Bush had some critical words for the Russian leader yesterday , suggesting that he was backsliding on democracy .', 'Photograph :', 'Photograph :', 'Getty Images']"
2005-02-22,"[""The Ukrainian president , Viktor Yushchenko , speaks at today 's Nato summit in Brussels ."", 'The Ukrainian president , Viktor Yushchenko , confirmed today at a Nato summit attended by George Bush that the former Soviet country wants to become a member of the transatlantic organization .', ""`` Russia is our strategic partner , '' he said today ."", ""Mr Bush has rebuffed the idea of revamping Nato and said earlier today that the organization was `` a vital relationship to the United States and Europe '' ."", ""Today , Mr Blair praised the president 's speech , describing it as setting out a `` very clear way forward for us now , whatever the differences in the international community there have been over the last couple of years '' ."", ""Robin Cook , the former foreign secretary and leader of the Commons , yesterday described the Guardian 's disclosure as alarming ."", ""A spokeswoman for Lord Goldsmith said yesterday : `` The attorney has said on many occasions he is not going to discuss process issues '' ."", ""Hoon replied to Blair on February 22 this year , apologising `` that adequate transport arrangements were not provided '' for Corrigan , and authorising backdated disability allowance that had not been paid ."", 'Photograph :', 'Getty Images', 'Photograph :', 'Adam Butler\\/AP']"
2005-02-23,"[""Click on the links below to talk about anything political - from the Iraq war , to the government 's transport policy , to who 's the best-looking MP - with one of the most informed and passionate political audiences online .""]"
2005-02-24,"[""The next day , the prime minister replied , saying : `` This is to confirm it is indeed the prime minister 's unequivocal view that Iraq is in further material breach of its obligations . ''""]"
2005-02-25,"[""And only yesterday , the Sun published photographs of members of the Queen 's Guard apparently ritually humiliating a new recruit by tying him naked to a fence and pouring what appears to be manure over his head ."", 'Benenson , who had been ill for some time , died on Friday evening at the John Radcliffe Hospital , Oxford .', '02.13', ""GMT Stanley Kubrick 's film Full Metal Jacket must rank as one of the grimmest portrayals of the Vietnam war .""]"
2005-02-26,"[""The article was entitled ` The Forgotten Prisoners ' and it was by Peter Benenson , a 40-year old Eton-educated London lawyer .""]"
2005-02-27,"['But on Sunday , 28 May 1961 , The Observer published a campaigning piece on the front of its Weekend Review section .', 'There are not many newspaper articles that can genuinely claim to have changed the world for the better .', ""The article was entitled ` The Forgotten Prisoners ' and it was by Peter Benenson , a 40-year old Eton-educated London lawyer ."", 'Yet the full version of the opinion drawn up by the attorney general , Lord Goldsmith , about the legality of a military attack on Iraq will , I suspect , come to rank in recent British history only with the protocol enshrining the Anglo-French-Israeli collusion before the invasion of Suez in 1956 .', 'Sir Anthony Eden instructed his cabinet secretary to burn the British copy of that protocol .']"
2005-02-28,"['Monday 28 February 2005 00.53 GMT Who would have thought that 13 pages of paper would so come to haunt Tony Blair ?', 'Yet the full version of the opinion drawn up by the attorney general , Lord Goldsmith , about the legality of a military attack on Iraq will , I suspect , come to rank in recent British history only with the protocol enshrining the Anglo-French-Israeli collusion before the invasion of Suez in 1956 .']"
2005-03-02,"['There was no official acknowledgment of the milestone , just curt statements that three soldiers had died in two separate attacks on Wednesday .']"
2005-03-03,"['Yesterday the number of US military deaths since the March 2003 invasion crept over 1,500 .', 'The daily drip of US casualties passes almost unnoticed now , a footnote to the wider slaughter of Iraqis : five policemen killed in two car bombs yesterday , 13 soldiers killed on Wednesday , a judge on Tuesday , at least 115 police and army recruits and civilians on Monday .', ""Yesterday 's headlines were about the renewal of Iraq 's state of emergency , fresh attacks on oil pipelines , and deadlock between Shias and Kurds over forming a new government ."", 'The front gunner belonged to the 20-metre school , figuring the greater distance reduced your chances of losing limbs to the blast .', 'The two rear gunners scoffed and said that would increase the odds of being hit by shrapnel , which fanned upwards and outwards .']"
2005-03-04,"[""' I just want to survive and go home with all my body parts ' Fears of soldiers on patrol in Mosul as US military death toll in Iraq tops 1,500 Friday 4 March 2005 03.27 GMT The city was quiet but the soldiers sitting and swaying inside the Stryker were animated by their favorite debate : was it better to be five metres or 20 metres from an explosion ?"", 'The Road to Abu Ghraib edited by Karen J Greenberg and Joshua L Dratel -LRB- 900pp , Cambridge , # 27.50 -RRB- Torture and Truth : America , Abu Ghraib and the War on Terror by Mark Danner -LRB- 650pp , Granta , # 16.99 -RRB-']"
2005-03-05,"[""This article appeared on p14 of the Guardian review section of the Guardian on 01.27 GMT on Saturday 5 March 2005 Latest news and views from the Guardian 's books team paullaity : Read this : clever and funny and rightly cutting ."", 'The Road to Abu Ghraib edited by Karen J Greenberg and Joshua L Dratel -LRB- 900pp , Cambridge , # 27.50 -RRB- Torture and Truth : America , Abu Ghraib and the War on Terror by Mark Danner -LRB- 650pp , Granta , # 16.99 -RRB-']"
2005-03-06,"[""We should not ask whether the Iraq invasion was ` legal ' - we should ask whether it was ` good ' Sunday 6 March 2005 01.36 GMT"", 'Bush promises Italian leader a full investigation Sunday 6 March 2005 01.36 GMT', ""Last week 's jilbab decision left me wondering whether the law was always this important ."", ""Was n't there a time when schools could take decisions about the uniforms their pupils should wear without a judge having the final say ?""]"
2005-03-07,"[""She says that was also Lord Goldsmith 's view until March 7 , when he sent a 13-page written legal opinion to Tony Blair ."", ""Dated 7 March and bearing the name of Blackwater 's president , Gary Jackson , the electronic newsletter adds that terrorists ` need to get creamed , and it 's fun , meaning satisfying , to do the shooting of such folk . '"", ""The Swede 's final report to the council , delivered on March 7 , was also ambivalent but Mr Blix stressed the disarmament under way : `` We are not watching the destruction of toothpicks , '' he told the security council ."", ""March 7 , the day Lord Goldsmith suggested a second resolution to authorise force would offer the `` safest legal course '' and the day of the final Unmovic report , was the day this second resolution became increasingly unlikely ."", ""The document `` stood up '' the govern ment 's case that he had not changed his opinion between giving Mr Blair private advice on March 7 and his statement to parliament ."", ""But , according to extracts from his confidential minute of March 7 , the attorney general warned Mr Blair : `` The language of resolution 1441 -LRB- the last UN resolution on Iraq before the war -RRB- leaves the position unclear '' ; `` I remain of the opinion that the safest legal course would be to secure the adoption of a further resolution to authorise the use of force '' ; `` We would need to be able to demonstrate hard evidence of -LRB- Iraqi -RRB- non-compliance and non-cooperation '' ; `` In the light of the latest reporting by Unmovic -LRB- UN weapons inspectors -RRB- you will need to consider very carefully whether the evidence of non-cooperation and non-compliance by Iraq is sufficiently compelling to justify the conclusion that Iraq has failed to take its final opportunity '' ."", ""Lord Goldsmith 's confidential minute of March 7 said he could make a `` reasonable case '' for Britain to go to war with Iraq without a second UN resolution but a court `` might well conclude '' this course of action was illegal under international law ."", ""On March 7 , the day Lord Goldsmith drew up his report , Mr Blix gave his final report and this was the most favourable yet from Iraq 's point of view ."", 'On March 7 , Mr Blix pleaded for more time to complete his mission and reported that lethal weapons such as Samoud 2 missiles were being destroyed .']"
2005-03-08,['But on Tuesday an army official said US forces were considering pulling out of Abu Ghraib be cause of a spate of attacks on the facility by insurgents .']
2005-03-09,"[""Iraq 's human rights minister , Bakhtiar Amin , yesterday told the Guardian that the US had agreed to the pullout at the four main detention facilities , including Abu Ghraib , west of Baghdad , the prison at the center of the abuse and torture scandal ."", 'In further grim news yesterday , Iraqi officials said that 35 bodies , some shot execution-style , others beheaded , had been discovered at two sites , one just south of the capital and the other near the western border with Syria .', 'Two other locations in the center of Iraq and a British-run prison in the south will also be handed over to Iraqi control , although no deadline has been set , Mr Amin said .']"
2005-03-10,['The Foreign Office said yesterday it believed the figures from the Iraqi ministry of health were the most reliable because they were based on head counts not extrapolation .']
2005-03-11,"['Friday 11 March 2005 01.52 GMT Experts in public health from six countries , including the UK , today castigate the British and American governments for failing to investigate the deaths of civilians caught up in the conflict in Iraq .', ""Twenty-four experts from the UK , the US , Australia , Canada , Spain and Italy say the attitude of the governments is `` wholly irresponsible '' ."", ""They say the UK government 's reliance on `` extremely limited data '' from the Iraqi ministry of health is `` unacceptable '' because it is likely to seriously underestimate the casualties .""]"
2005-03-12,"[""March 12 : ` Gagging and tagging ' conditions mirror Clarke 's new control orders ."", 'On March 12 , with the hope of a such a resolution fading , Admiral Sir Michael Boyce , chief of defense staff , asked the prime minister for an unequivocal statement on the legality of war under resolution 1441 .']"
2005-03-14,"['The audit , released by the congressmen on Monday , offers the most definitive glimpse so far of overbilling by Halliburton , once run by the vice president , Dick Cheney .']"
2005-03-15,"[""PM forced into pledge after outrage at killing of Italian officer Italy 's prime minister , Silvio Berlusconi , yesterday announced that he would begin withdrawing his country 's troops from Iraq in September under pressure from public opinion ."", ""British defense sources last night repeated the British government 's stated policy that its troops will stay in Iraq `` as long as is necessary and as long as the Iraqis want us '' ."", ""Mr Berlusconi dropped his bombshell last night hours af ter Italy 's lower house of parliament , in which the prime minister 's supporters have an outright majority , approved funding for its contingent in Iraq until the end of June ."", 'In London , the government announced yesterday it was proposing an international conference on Iraq later this year to encourage the United Nations and other major organizations to kickstart the stalled reconstruction program .', 'In a second public letter yesterday , Mr Waxman accused Bush administration officials of deliberately withholding information on overcharges by Halliburton from UN auditors - at its behest .', ""In a scathing letter to George Bush , Democratic congressmen Henry Waxman of California and John Dingell of Michigan said the Defense Contract Audit Agency 's audit was completes last October - before the election ."", ""They also note that 12 separate requests to the Pentagon to view the completed audits on the contractor 's $ 2.5 bn contract to supply fuel and other services in post-war Iraq had been ignored .""]"
2005-03-16,"['Wednesday 16 March 2005 03.26 GMT The Pentagon stood accused of sitting on a damaging report from its own auditors on a $ 108.4 m -LRB- # 56.6 m -RRB- overcharge by Halliburton for its services in Iraq yesterday .', ""`` I 've spoken to -LRB- Tony -RRB- Blair about this , '' he told a TV interviewer ."", ""They also note that 12 separate requests to the Pentagon to view the completed audits on the contractor 's $ 2.5 bn contract to supply fuel and other services in post-war Iraq had been ignored .""]"
2005-03-17,"[""Lieutenant Colonel Matt Maer , Pte Beharry 's commanding officer , described yesterday how his troops were in action every day for five months , more than 800 times in all ."", 'That is a reference to a parliamentary answer released by Lord Goldsmith on March 17 , the eve of a crucial Commons vote on military action .', 'Private Johnson Beharry , 25 , is the first soldier to receive the VC since the Falklands war in 1982 and the first living recipient since 1969 , when two Australians were given the award for action in Vietnam .']"
2005-03-18,"['Soldier wins first VC since Falklands Friday 18 March 2005 12.47 GMT Private Johnson Beharry , 25 , awarded the Victoria Cross for bravery under fire in Iraq .']"
2005-03-20,"['Victoria Cross , Military Cross and Bar , First World War ` Great battle at 3am .', 'Johnson Beharry was last week awarded the Victoria Cross for his acts of bravery during the Iraq war .', 'In the program , Sir Richard Dearlove , the head of MI6 , was reported as having told Mr Blair that Washington had fixed policy on a war against Iraq and was going to fit the intelligence around that policy .']"
2005-03-21,"['Yesterday , Keys arrived in Sedgefield to test the water for his campaign .', ""` I 'll hold Blair to account ' Reg Keys was n't interested in politics until his son Tom was killed in Iraq in a war he insists was ` illegal and immoral ' ."", ""Which makes him the ideal candidate to stand against the prime minister in his Sedgefield constituency , he tells Stuart Jeffries `` I 've always been a great fan of Muhammad Ali and his philosophy , '' says Reg Keys .""]"
2005-03-22,"[""Mr Milburn 's deputy , Fraser Kemp , raised the issue yesterday but a Conservative spokesman stressed : `` They did not do it . ''"", 'The prime minister will face Group Captain Al Lockwood - who appeared on TV screens as a military spokesman during the conflict - in his north-east constituency .']"
2005-03-23,"['Wednesday 23 March 2005 16.08 GMT Group Captain Al Lockwood , who was the official military spokesman during the Iraq war .', 'Photograph : PA The Conservatives today picked a former RAF group captain who served in Iraq to fight Tony Blair in his Sedgefield constituency at the forthcoming general election .', ""Today the Tories officially selected Group Capt Lockwood to take on Mr Blair 's seemingly impregnable 17,000 majority , after their former candidate , Danny Kruger , dropped out following the Guardian 's revelation that he had called for a `` period of creative destruction '' in the public services ."", 'Sir Menzies Campbell QC , Liberal Democrat foreign affairs spokesman , said last night :', 'The prime minister will face Group Captain Al Lockwood - who appeared on TV screens as a military spokesman during the conflict - in his north-east constituency .']"
