time,Sentences
2012-05-10,"['A little - known militant group calling itself Al Nusra Front has claimed responsibility for bombing Syrian government sites , including the coordinated suicide attacks in Damascus on May 10 that killed 55 people .', ""Syria bombing Pictures show horrifying aftermath of Damascus blasts which killed 55 Mail Online Aftermath of a suicide bomb ' spectacular ' :""]"
2012-05-11,"['The opposition Syrian National Council said on Friday Annan ’s peace plan had been “ dead from the start ” because state authorities had not respected the ceasefire , and called for foreign intervention to protect civilians .', 'Syria said the attacks showed that it faced foreign - backed terrorism – an argument it made from the start of peaceful protests against Assad in March last year – while the opposition blamed authorities for the blasts .']"
2012-05-12,"['That boiled over again in the port city after Shadi al - Mawlawi , an anti - Syrian Islamist , was arrested on May 12 on charges of belonging to a terrorist organisation .', ""Shadi al - Mawlawi 's May 12 arrest on charges of belonging to a terrorist organisation sparked sectarian clashes in the northern port city of Tripoli that left 10 people dead ."", 'May 12 , 2012', 'May 12 , 2012', 'May 12 , 2012', 'Creating Syria Safe Zones Is a Dangerous Step Toward War', 'Having proposed more than my fair share of bad ideas during more than 20 years in government service , I know one when I see it .', 'And the proposal by various media commentators and politicians to create safe zones inside Syria for refugees and rebels is one bad idea .']"
2012-05-13,"['A video uploaded to YouTube by antigovernment activists on Sunday suggests how some Assad loyalists may be trying to foment the idea of jihadists in the midst of Syria .', 'Creating Syria Safe Zones Is a Dangerous Step Toward War', 'And the proposal by various media commentators and politicians to create safe zones inside Syria for refugees and rebels is one bad idea .', 'There are several elements in the ongoing violence in Syria .', ""There is the use of security forces by President Bashar Assad 's regime ; there are the reprisals and counterviolence by hodgepodge mix of defectors and armed civilians constituting the Free Syrian Army ; and then there are coordinated attacks like last week 's twin car bombings near a military - intelligence branch in a Damascene neighborhood , which reportedly killed at least 55 and wounded hundreds .""]"
2012-05-14,"['There are several elements in the ongoing violence in Syria .', 'The bloodshed comes despite a truce brokered by UN - Arab League envoy Kofi Annan as part of a six - point plan aimed at ending violence that has swept Syria since March 2011 , when the uprising against President Bashar al - Assad broke out .']"
2012-05-15,"['Officials on Tuesday said slightly more than half of eligible voters had taken part in legislative elections held this month but boycotted by the opposition and described as “ ludicrous ” by Washington .', 'There were “ more than 200 observers ” on the ground by Tuesday , and one team had set up base in Deir Ezzor on Monday , said Major General Robert Mood , the head of the UN mission in Syria .', 'A source in Syrian National Council said meanwhile that Paris - based academic Burhan Ghalioun was elected as the main opposition group ’s chief in a vote held in Rome on Tuesday .', ""Tuesday 's attack , which came minutes after witnesses said regime forces gunned down mourners at a funeral procession nearby , dealt a fresh blow to international envoy Kofi Annan 's peace plan and the U.N. effort to monitor compliance with a troubled cease - fire agreement ."", 'Rami Abdul - Rahman , who heads the Britain - based Syrian Observatory for Human Rights activist group , said the heavy machine - gun fire has so far prevented people from holding funerals for some of the 20 mourners who were killed at the funeral on Tuesday .', 'There was more rancor on Tuesday , when SNC chief Burhan Ghalioun was re - elected for a third time to a three - month post .', ""On May 15 , a roadside bomb damaged observers ' cars shortly after they met with Syrian rebels in the northern town of Khan Sheikoun ."", '- In this Tuesday May 15 , 2012 file photo , Lebanese army soldiers take their position behind a church wall during clashes in Tripoli , Lebanon between pro and anti - Syrian government supporters in Tripoli , Lebanon .', 'Syria ’s revolt grimly enters its 15th month of strife', 'National Post Photos : Suicide bombers hit Syrian capital , killing 55', 'The bloodshed comes despite a truce brokered by UN - Arab League envoy Kofi Annan as part of a six - point plan aimed at ending violence that has swept Syria since March 2011 , when the uprising against President Bashar al - Assad broke out .']"
2012-05-16,"['Three ideas to end the stalemate in Syria May 16 , 2012 7:26 pm', 'Syria Crisis U.N. Monitor Team Evacuated From Khan Sheikhoun Members of the UN Supervision Mission in Syria ( UNSMIS ) prepare to leave their Damascus hotel on a monitoring mission , on May 16 , 2012 .', 'A team of international observers was evacuated Wednesday from a tense town in northern Syria a day after their convoy was hit by a roadside bomb , a U.N. spokesman said .', 'Syria - based U.N. spokesman Hassan Seklawi said U.N. members picked up the team around noon Wednesday .', ""Syria 's state - run TV , meanwhile , reported Wednesday that authorities released 250 people who were involved in the uprising ."", 'Now comes this article by al - Ayyam revealing the further atrophying of totalitarian sinews : Syrian army soldiers are releasing detainees in exchange for confiscated tanks : The two detainees , Dr. Salaheddine AlSaleh and Walid Ma’amoun , were seized by security forces during the chaos that ensued the attack on the UN vehicles on May 16 .', ""Internal Leadership Dispute Threatens Syria 's Opposition TIME"", 'The Syrian opposition in exile continue to be intent at sniping at each other as much as at President Bashar Assad .']"
2012-05-17,"['On Thursday , Ghalioun offered to resign amid the mounting criticism of his leadership , telling Reuters he would step down "" as soon as a replacement is found through elections or consensus . ""', ""Internal Leadership Dispute Threatens Syria 's Opposition TIME""]"
2012-05-18,"['Jordan warns over Syrian crisis May 18 , 2012 8:29 pm', 'Syria Crisis Aleppo Protests Largest Since Start Of Uprising Anti - Syrian regime protesters chant slogans during a demonstration to show solidarity with the Syrian revolution in Beirut , Lebanon , Friday , May 18 , 2012 .', ""Syrian forces on Friday fired on protesters holding the largest opposition marches yet in Aleppo , a sign of rising anti - regime sentiment in the country 's biggest city , which has largely remained supportive of President Bashar Assad throughout the 15-month uprising ."", ""On Friday , the head of Syria 's largest exile opposition group , the Syrian National Council , said he had little hope for Annan 's plan ."", 'BEIRUT', 'Could Al Qaeda be infiltrating the Syrian uprising ?', 'Suicide bombings and sophisticated attacks on key Syrian government sites have stirred fear among some Middle East analysts that Islamic extremist groups are trying to infiltrate the 14-month - old rebellion against Syrian President Bashar Assad .', 'Assad has blamed foreign militants for the uprising against him since it began in March 2011 , trying to cast his bloody crackdown as part of the broader fight against Islamic terrorists , including Al Qaeda .', 'U.S. , allies accelerating plans to secure chemical arsenal as Syrian crisis worsens The Obama administration is accelerating its planning with Middle Eastern allies for a series of potentially fast - moving crises in Syria in the coming months , including the possible loss of government control over some of the country ’s scattered stocks of chemical weapons , U.S. and Middle Eastern security officials say .', 'The planning , involving intelligence and military officials from at least seven countries , includes detailed arrangements for securing chemical arms with special operations troops in the event that parts of Syria are seized by militants , the officials said .', 'Western and regional intelligence officials are increasingly concerned that Islamic extremists could attempt to seize control of whole towns and districts if the country slides into full - scale civil war .']"
2012-05-20,"['The violence in Beirut followed the killing of two members of a political alliance opposed to Syrian President Bashar Assad on Sunday in the north of the country .', ""How Lebanon Is Threatened by Syria 's Rebellion TIME"", 'BEIRUT --', 'Border heats up as Syria slides toward civil war Attention is once again on the border between Lebanon and Syria .', 'The letter also says that the commander of the Free Syrian Army , Col . Riyad Asaad , has visited Lebanon in order to prepare a buffer zone on Lebanese territory .']"
2012-05-21,"['An uneasy , fragile calm returned to the Lebanese capital Beirut and the northern city of Tripoli on Monday , a day after the worst clashes between pro- and anti - Syrian Lebanese factions since 2008 .', 'As night fell Monday , there were reports of new roads being closed with burning tires even as others were reopened .', '2 killed , 18 hurt in Beirut as Syria conflict spills over into Lebanon Anti - Syrian gunmen seek cover during deadly overnight clashes in Beirut , Lebanon , early on Monday .', 'Gunmen fired rocket - propelled grenades and machine guns early Monday in intense street battles in the Lebanese capital , killing at least two people and wounding 18 others as fears mounted that the conflict in neighboring Syria was bleeding across the border .', 'Rebel sources in Hatay told me last night that not only is Turkey supplying light arms to select battalion commanders , it is also training Syrians in Istanbul .', ""There was gunfire at Sheikh Ahmed Abdul - Wahid 's funeral in northern Lebanon yesterday , a promise from the Lebanese army that they will investigate his killing – by a soldier – on Sunday , and a heap of appeals for calm from both the military and the government ."", ""And what – an awful question , but one which was obviously being asked in Beirut yesterday – was the religious affiliation of the soldiers who apparently stopped , or tried to stop , the sheikh 's car at a roadblock north of Tripoli ?"", 'The secretary general said we were at a pivotal moment in the search for a peaceful settlement to the crisis and that he remained extremely troubled about the risk of an all - out civil war , "" a spokesman for Mr Ban said at a Nato summit in Chicago on Monday .', 'Both reaffirmed on Monday that Annan ’s plan , accepted by both sides in the conflict , was the only way forward .', 'Russia suggested that the violence in Houla , in particular , had been intended to sabotage the visit by Annan , who was to meet Syrian Foreign Minister Walid al - Moualem on Monday and Assad on Tuesday .', 'A Spasm of Violence', ""How Lebanon Is Threatened by Syria 's Rebellion TIME"", 'BEIRUT --', 'Border heats up as Syria slides toward civil war Attention is once again on the border between Lebanon and Syria .', 'A letter from Syrian ’s United Nations envoy Bashar Jaafari addressed to Secretary - General Ban Ki - moon accuses Lebanon of harboring terrorists from Al - Qaeda and the Muslim Brotherhood who are working to undermine Special Envoy Kofi Annan ’s plan and are transporting arms overland from ships docked in Lebanese ports to Syria .', 'The letter also says that the commander of the Free Syrian Army , Col . Riyad Asaad , has visited Lebanon in order to prepare a buffer zone on Lebanese territory .', 'Syrian rebels say Turkey is arming and training them Michael Weiss is the Research Director of The Henry Jackson Society , a foreign policy think tank , as well as the co - chair of its Russia Studies Centre .', 'A native New Yorker , he has written widely on English and Russian literature , American culture , Soviet history and the Middle East .', 'Follow @michaeldweiss Is Turkey provding arms and training to Syrian rebels ?', 'Lebanon takes sides in Syrian conflict National Post Syria ’s revolt grimly enters its 15th month of strife Simmering tension fuelled by the 14-month revolt in Syria has led to several clashes over the past year in the northern city of Tripoli between Sunni Muslims who back the uprising and Alawites who support the regime of President Bashar al - Assad .', 'Ten people were killed over several days as Sunnis and Alawites battled it out in two rival neighbourhoods .', 'Syria', 'The fatal shooting of Sheikh Abdul - Wahid by a soldier raised fears about the influence of the Assad regime over the border , reports Robert Fisk', ""Syria search for peace at ' pivotal moment ' warns Ban KiMoon Telegraph"", 'The watchdog said there were also fierce clashes between regime forces and rebels in the town of Kfar Roma in Idlib province in the northwest .', ""Demonstrations broke out at dawn in several neighbourhoods of Aleppo , the country 's second city and commercial hub which until recently had been largely spared the unrest shaking the country since March last year .""]"
2012-05-22,"['In neighbouring Lebanon , protesters blocked roads in the northern Akkar region for a third day on Tuesday , a security official said , amid mounting tension over the conflict in Syria .', 'Lebanon takes sides in Syrian conflict National Post Syria ’s revolt grimly enters its 15th month of strife Simmering tension fuelled by the 14-month revolt in Syria has led to several clashes over the past year in the northern city of Tripoli between Sunni Muslims who back the uprising and Alawites who support the regime of President Bashar al - Assad .', 'Syria']"
2012-05-23,"[""May 23 , 2012 ' All out civil war ' : William Hague , the Foreign Secretary , meets his Russian counterpart Sergey Lavrov in Moscow yesterday to try to build a consensus for action over the violence in Syria United front : Prime Minister David Cameron spoke with French president Francois Hollande by telephone to discuss the growing crisis in the Middle Eastern country"", ""On Lebanon 's Syria Street , a civil war brews World News""]"
2012-05-24,"['May 24 , 2012 7:48 AM EDT', 'May 24 , 2012 8:04 AM EDT', 'May 24 , 2012 8:46 AM EDT', 'May 24 , 2012 8:22 AM EDT', 'May 24 , 2012 8:45 AM EDT', ""May 24 , 2012 8:47 AM EDT ( I guess that will be ( at least in part ) on President Obama 's conscience ."", 'May 24 , 2012 8:59 AM EDT', 'May 24 , 2012 9:37 AM EDT', 'May 24 , 2012 10:53 AM EDT', 'May 24 , 2012 9:11 AM EDT "" Civil war "" is wishful thinking for Saudi colonizers , the regime that the US is allied with .', '# 23 - Thu May 24 , 2012 1:37 PM EDT Hala --', '# 24 - Thu May 24 , 2012 3:25 PM EDT', 'May 24 , 2012 4:55 PM EDT', 'The mutilated body of 13-year - old Hamza al - Khateeb was returned to his family on May 24 .']"
2012-05-25,"['The Britain - based Syrian Observatory for Human Rights said that more than 90 people had been killed in the Houla area in the 24 hours since midday Friday .', 'General Mood said that fighting around Houla started on Friday evening with the use of "" tanks , artillery , rocket - propelled grenades , and heavy machine guns "" .', ""This confirms the militants ' story that there had been big anti - government protests on Friday in Houla , where there have previously been many anti - government demonstrations ."", 'At least 108 people died during the massacre on Friday , including women and children who were shot and stabbed in their own homes .', ""Bodies of those killed by Syrian forces in the atrocity are lined up in Houla Terrible aftermath : A heartbreaking image of children said to have been killed in Houla by Assad 's thugs in a still from a video taken by an activist and posted online Sources told the Daily Telegraph shelling of Houla began at around 12.30PM on Friday and lasted for two hours ."", ""The massacre in Houla on Friday cast fresh doubts on the ability of an international peace plan put forward by UN - Arab League envoy Kofi Annan to end Syria 's 14-month - old crisis ."", 'Activists from the Houla area said the army pounded the villages with artillery and clashed with local rebels after protests Friday .', ""Speaking to reporters in Damascus , Foreign Ministry spokesman Jihad Makdissi said Syrian security forces were in their local bases Friday when they were attacked by ' hundreds of heavily armed gunmen ' firing mortars , heavy machine guns and anti - tank missiles , staring a nine - hour battle that killed three soldiers and wounded 16 ."", 'Activists from the Houla area said the army pounded the villages with artillery and clashed with local rebels after protests Friday', ""The Houla attack made Friday the deadliest day since the truce was announced , and has cast a shadow over Annan 's visit ."", 'At the same moment as more than 30 children had their throats cut and dozens of civilians were killed by shelling in Houla in central Syria on Friday , people in Damascus were picnicking on the slopes of Mount Qassioun , overlooking the capital .', 'Could the present stalemate change as a result of the death of all those people in Houla on Friday ?', 'Friday ’s assault on Houla , an area northwest of the central city of Homs , was one of the bloodiest single events in Syria ’s 15-month - old uprising .', 'It is not clear whether Assad ’s forces were exclusively to blame for the slaughter of 108 people Friday in Houla , a collection of poor farming villages in Homs province .', ""A mass burial for the victims took place in Houla Photo : REUTERS Kofi Annan , the UN - Arab League envoy to Syria , arrived in the capital Damascus following Friday 's massacre in Houla in which 108 people – including 49 children and 34 women – were killed ."", '"" Activists say they relayed urgent pleas from the residents of Houla for help from about midday Friday , when the assault on their district began .', 'The gruesome scenes show people running along a street , apparently just after the beginning of the attack on the town of Houla on Friday .', 'This frame grab made from an amateur video provided by Syrian activists purports to show scenes from the massacre in Houla on May 25 that killed more than 100 people , many of them children Chaos :', 'The truce was technically in effect on Friday when the civilians , most of them women and children , were massacred in Houla , a township in the central province of Homs .', 'The gruesome scenes show people running along a street , apparently just after the beginning of the attack on the town of Houla on Friday .', 'Speaking to GlobalPost from Houla , a resident said that the attacks began after security forces had opened fire on a large anti - regime protest on Friday afternoon .', 'Previously , the resident said , Houla had suffered bombardment , but from tank fire , not the heavier rockets and mortars used in the May 25 attack .', 'An opposition activist in Houla told GlobalPost that as shelling intensified around 6:30 p.m. , he saw what he believed were Allawite militiamen , known as shabiha , arriving on five buses protected by soldiers .', 'The activist did not witness the killings himself , but said that when members of the Free Syrian Army returned to Houla after battling the military late on Friday night , he and other activists entered the homes that had been raided .', ""And that is what we did after last Friday 's massacre in Houla , drawing on our own unbiased and incontestable evidence ."", 'It shows that the tipping point that the Houla massacre created on Friday maybe one that is not remembered for further intervention , or involvement , from outside powers , but rather the thing we look back on as the moment when Syria really did enter a full blown civil war . listen to ‘ Free Syrian Army deadlines and denials highlight how fractured and disorganised rebels are , says @jamesdenselow ’ on Audioboo Denselow said the UN can do noting to help , because of divisions on the security council . ""', 'U.N. Secretary - General Ban Ki - moon warned that another massacre like Friday \'s killing of 108 men , women and children in the western Houla region could pitch Syria into a devastating civil war "" from which the country would never recover "" .', 'The young boy is a survivor of the Houla massacre that began Friday and left 108 people dead , many of them children and women .', 'U.N. Secretary - General Ban Ki - moon warned that another massacre like Friday \'s killing of 108 men , women and children in the western Houla region could pitch Syria into a devastating civil war "" from which the country would never recover "" .', ""The UN human rights council in Geneva is to debate the issue on Friday amid calls for an independent UN - led investigation into the worst massacre so far in Syria 's 14-month uprising – the most violent chapter of the Arab spring ."", 'The Syrian government ’s massacre of 108 civilians in Houla last Friday was a horrific episode in a pattern of ongoing killings , but the cruelty of the act was underscored by the identity of its victims : 49 were children .', 'But interviews conducted by telephone and on Skype make it clear that , even by the standards of the brutal Syrian revolt , what happened in Houla on May 25 was extraordinary , an act of hatred and perhaps revenge that exposed the depth of the animosities tearing the country apart .', 'The recent comments came as Arab and Western governments appeared to be considering a more muscular response to the carnage in Syria after a massacre in the village of Houla on May 25 left 108 people dead , 49 of them children .', 'The May 25 massacre of at least 108 people , nearly half of them children , in the Houla area of Homs province may have dealt a fatal blow to the ceasefire .', 'The Houla massacre on 25 May of more than 100 Sunni villagers led to outrage inside and outside Syria .', '“ Shabbiha headed into the area after the shelling and killed dozens of citizens , among them women and children , ” the Syrian Observatory for Human Rights said , describing a similar pattern of events as recounted from the Houla massacre on May 25 .', 'On May 25 , 108 people , including 49 children , were killed in Houla in one of the worst atrocities in the 15-month uprising against Assad ’s government .', 'In Houla , 15 miles northwest of Homs , 108 Sunnis were killed on May 25 in exactly the same way :', 'Ninety - two people , including more than 30 children , were killed in the town of Houla in the Homs province on May 25 .', 'Death toll rises in Syrian massacre , human rights organization reports Protesters demonstrating near Idlib , Syria .', ""0 Readers will find this picture shocking ... but they illustrate the depth of revulsion at Assad 's massacre of the innocents Thugs loyal to Syrian president 's regime slaughter up to 50 children At least 92 dead and"", ""over 100 others wounded Soldiers ' used tanks , mortars and heavy machine guns ' on town of Houla"", 'Houla massacre Kofi Annan condemns ‘ appalling crime’ in Syria , National Post Syria blames rebel ‘ terrorists’ for Houla massacre Russia and China , which had previously vetoed resolutions condening Assad , both approved a non - binding text in New York that criticised the use of artillery and tank shells on homes in Houla , but declined to blame the government alone .', 'The rebels do not have artillery and tanks .']"
2012-05-26,"['According to media reports on 26 May , a team of UN observers arrived in the Syria town of Houla after reports that government forces had committed a massacre there .', 'Activists on Saturday raised the number of those killed in an alleged massacre by Syrian regime forces in a region in the center of the country to more than 90 .', 'More than 250 UN observers are now deployed in Syria to oversee the truce , and a spokesman for the team said Saturday that observers were heading to Houla .', 'Syrian government forces shell Houla May 26 , 2012 6:16 pm', 'Last night , the Foreign Secretary , William Hague , said : "" There are credible and horrific reports that a large number of civilians have been massacred , including children .', 'Syrian officials linked to the slaughter of civilians will be barred from visiting London for the Olympics , Nick Clegg said yesterday .', ""When UN observers visited the area on Saturday , Ban said they saw 85 corpses in a mosque in Taldou and ' observed shotgun wounds and wounds consistent with artillery fire ' ."", 'Mr Hague was due to fly to Moscow last night for talks on the crisis with Russian foreign minister Sergey Lavrov .', 'The Syrian government yesterday denied its troops were behind the attack , blaming the killings on ‘ hundreds of heavily armed gunmen’ who also attacked soldiers in the area .', 'U.N. observers , among more than 250 who were dispatched in recent weeks to salvage the cease - fire plan , found spent artillery and tank shells at the site Saturday — a finding which would point toward the government ’s heavily - armed mechanized units .', 'Makdissi however said “ hundreds of heavily - armed gunmen carrying machineguns , mortars and anti - tank missiles ” launched the attack , that started at about 2 p.m. and lasted nine hours , simultaneously from several locations .', 'Mood said Saturday that observers confirmed from an examination of ordnance found at the scene that artillery and tank shells were fired .', 'When UN observers visited the area on Saturday , a day after the attacks , Ban said they saw 85 corpses in a mosque in Taldou and "" observed shotgun wounds and wounds consistent with artillery fire . ""', 'Ban and his predecessor Annan , the joint UN - Arab League envoy to Syria , issued a statement Saturday condemning the "" indiscriminate and disproportionate use of force "" in violation of international law and Syrian commitments to stop using heavy weapons in populated areas .', 'Activists from Houla said Saturday that regime forces had shelled the area after large demonstrations against the regime on Friday .', 'The blue berets traveled the following day , on Saturday , in time to count the bodies .', 'The boy told the Guardian that a group of government troops , some in street clothes and some in army uniforms , fired shots through his front door and broke in at around 3 a.m. on Saturday .', 'People gather at a mass burial for the victims purportedly killed during an artillery barrage from Syrian forces in Houla in this handout image dated May 26 , 2012 .', 'At the United Nations , the American ambassador , Susan E. Rice , also criticized Russia for continuing to provide arms to Syria ’s government , most recently aboard a ship that docked Saturday at the Mediterranean port of Tartus .', 'The “ appalling massacre ” began on May 26 and continued through the weekend , it said .', 'This citizen journalism image provided by Shaam News Network taken Saturday , May 26 , 2012 purports to show shrouded dead bodies following a Syrian government assault on Houla , Syria Anger : Britain and France have condemned the attack on children and pointed the fingers at Syrian troops In response , U.S. Secretary of State Hillary Rodham Clinton said yesterday that every day of slaughter in Syria is strengthening the case for tougher international action .', 'Death toll rises in Syrian massacre , human rights organization reports Protesters demonstrating near Idlib , Syria .', ""0 Readers will find this picture shocking ... but they illustrate the depth of revulsion at Assad 's massacre of the innocents Thugs loyal to Syrian president 's regime slaughter up to 50 children At least 92 dead and"", ""over 100 others wounded Soldiers ' used tanks , mortars and heavy machine guns ' on town of Houla"", 'Amid claims victims were stabbed , William Hague heads demands for emergency UN summit', 'Houla massacre Kofi Annan condemns ‘ appalling crime’ in Syria , National Post Syria blames rebel ‘ terrorists’ for Houla massacre Russia and China , which had previously vetoed resolutions condening Assad , both approved a non - binding text in New York that criticised the use of artillery and tank shells on homes in Houla , but declined to blame the government alone .', 'The rebels do not have artillery and tanks .', 'Exclusive dispatch Assad blamed for massacre of the innocents Middle East World', ""The Independent Assad 's troops ' kill at least 90 people ' in Homs"", 'In a massacre of unprecedented savagery that brings Syria close to civil war , some 32 children and 60 adults have been slaughtered in villages in the Houla area of central Syria .', ""Houla massacre in Syria Victims were slaughtered ' family by family , one by one ' during ELEVEN HOUR killing spree Mail Online Civilian militias in the Syrian town of Houla went from house to house murdering entire families ' one by one ' during an eleven hour killing spree , according to sources on the ground ."", ""The United Nations has condemned the attacks ' in the strongest possible terms ' , and blamed President Bashar Assad 's troops for the artillery and tank shelling of residential areas . '"", 'UN mission chief warns of civil war after 116 massacred in Syria National Post UNITED NATIONS', 'Patrick Cockburn I fear this terrible massacre will be the beginning of a long civil war in Syria Commentators Voices', ""I fear this terrible massacre will be the beginning of a long civil war in Syria World View : The chances of compromise were never great , but they now seem to have been killed along with Houla 's children Parts of Syria are convulsed by civil war , while in other areas life continues almost as normal ."", '32 children dead among 90 killed in Syria ; Government denies its behind deaths Blames deaths on ‘ hundreds of heavily armed gunmen’', 'The head of a UN mission warned of "" civil war "" in Syria after his observers counted more than 92 bodies , 32 of them children , in Houla following reports of a massacre there .']"
